,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,custom_spoiler,replies,images,last_replies,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images,trip
125,71373879,,,12/12/22(Mon)18:13:49,Anonymous,,"how chuddy are you, robots?<br><br>be honest.",2A9BC857-1327-4D69-B13A-B3806B7EE3DD,.png,938,970,241,249,1670886829036164,1670886829,vLkPTLDhYQN+kdD1QJeDSA==,370267,0,,how-chuddy-are-you-robots,0,60,43,"[{'no': 71379832, 'now': '12/13/22(Tue)04:01:08', 'name': 'HugeBoobaLovingAnon', 'com': 'Not filling this out midfaggot. Go collect fedboi info on faceberg.', 'time': 1670922068, 'resto': 71373879, 'trip': '!!dQ77yWNSRek'}, {'no': 71379918, 'now': '12/13/22(Tue)04:12:59', 'name': 'Anonymous', 'com': '<a href=""#p71373879"" class=""quotelink"">&gt;&gt;71373879</a><br><span class=""quote"">&gt;Top right</span><br>My oh my the pedoleftoid&#039;s delusion &amp; projection<br>https://en.wikipedia.org/wiki/Frenc<wbr>h_petition_against_age_of_consent_l<wbr>aws', 'time': 1670922779, 'resto': 71373879}, {'no': 71380133, 'now': '12/13/22(Tue)04:47:08', 'name': 'Anonymous', 'com': '<a href=""#p71373879"" class=""quotelink"">&gt;&gt;71373879</a><br>not a lot I guess<br>I don&#039;t watch capeshit/blockbusters or anime but I do think media and communication among people is being ruined by woke tendencies. it&#039;s all too us vs them now, and a lot of nuance is being done away with in media as well. the most popular films now seem to be childish &quot;good vs evil&quot; stories and good is all the woke stuff and evil is all the nazitrumpmaga stuff.<br>but apart from that, which itself probably outs me as a Nazi to any wokoid, I don&#039;t have chud-tier views.', 'filename': '5468755887', 'ext': '.png', 'w': 938, 'h': 970, 'tn_w': 120, 'tn_h': 124, 'tim': 1670924828725742, 'time': 1670924828, 'md5': 'oX1B720x0tD++fxScSmhLw==', 'fsize': 410185, 'resto': 71373879}, {'no': 71380297, 'now': '12/13/22(Tue)05:12:04', 'name': 'Anonymous', 'com': '<a href=""#p71373879"" class=""quotelink"">&gt;&gt;71373879</a><br>am0r f8i', 'filename': 'almostthere', 'ext': '.png', 'w': 938, 'h': 970, 'tn_w': 120, 'tn_h': 124, 'tim': 1670926324473808, 'time': 1670926324, 'md5': 'upWVrCqrkS6IRDIS8fcggQ==', 'fsize': 414705, 'resto': 71373879}, {'no': 71380638, 'now': '12/13/22(Tue)06:01:39', 'name': 'Anonymous', 'com': '<a href=""#p71373879"" class=""quotelink"">&gt;&gt;71373879</a><br><span class=""quote"">&gt;male, age</span><br><span class=""quote"">&gt;don&#039;t play sport or instrument</span><br><span class=""quote"">&gt;first world</span><br><span class=""quote"">&gt;virgin</span><br>Don&#039;t see how these even matter desu, I was born this way and I have zero musical ability<br><span class=""quote"">&gt;anti-environmentalist</span><br>Useless, nobody has an idea of how to actually do it and it&#039;s all grifters, basically Andrew Tate but replace the woman shit with &quot;muh earf and shiet&quot; and that&#039;s literally all modern environmentalism. That or it&#039;s trickery to intentionally weaken a nation<br><span class=""quote"">&gt;spend time arguing with you retards</span><br>Inexcusable of me, I know<br><span class=""quote"">&gt;bad relationship with parents</span><br>Justified, they abused me, but I don&#039;t bother yelling at them because I think it&#039;s a dick move to do in their twilight years, easier to just let them die in peace and move on or kms after they pass<br>Also I reject the free space, because I don&#039;t look remotely like that. I might get more attention from women if I did, my coworker looks exactly like that and he&#039;s super successful with sex and relationships. He&#039;s even a fucking neo-nazi and won&#039;t stop sperging at me about how America needs to become a fascist dictatorship. This man gets laid, I don&#039;t despite mogging him lookswise. I don&#039;t really get it.<br>Anyway, I&#039;m choosing not to bump this thread', 'time': 1670929299, 'resto': 71373879}]",1670929299,0.0,0.0,55.0,41.0,
126,71380271,,,12/13/22(Tue)05:06:34,Anonymous,,Bros.... Is it true?,IMG_20221213_110534,.jpg,1080,1612,167,250,1670925994972823,1670925994,YV24GX1gQpsvPdqnmm+JIQ==,413009,0,,bros-is-it-true,0,2,0,"[{'no': 71380280, 'now': '12/13/22(Tue)05:08:46', 'name': 'Anonymous', 'com': '<a href=""#p71380271"" class=""quotelink"">&gt;&gt;71380271</a><br><span class=""quote"">&gt;a jungle asian who makes $1 a day</span>', 'time': 1670926126, 'resto': 71380271}, {'no': 71380296, 'now': '12/13/22(Tue)05:12:02', 'name': 'Anonymous', 'com': '<a href=""#p71380271"" class=""quotelink"">&gt;&gt;71380271</a><br>fatties are so disgusting i literally want to puke just looking at this pic', 'time': 1670926322, 'resto': 71380271}]",1670926322,0.0,0.0,,,
127,71380290,,,12/13/22(Tue)05:10:45,Anonymous,"HEY, HEY, HEY",COME POLLINATE ME,0EFD80B3-FBF9-4AA9-8C09-54AC2C41E6C0,.jpg,750,750,250,250,1670926245456295,1670926245,lix5Xr3XYt4EgcH0RZuHkg==,53134,0,,hey-hey-hey,0,1,0,"[{'no': 71380295, 'now': '12/13/22(Tue)05:11:44', 'name': 'Anonymous', 'com': '<a href=""#p71380290"" class=""quotelink"">&gt;&gt;71380290</a><br>i vehemently refuse', 'time': 1670926304, 'resto': 71380290}]",1670926304,0.0,0.0,,,
128,71379227,,,12/13/22(Tue)02:35:02,Anonymous,,how do I do this but functionally? I&#039;m so tired of this society,MV5BNjQ0ODlhMWUtNmUwMS00YjExLWI4MjQtNjVmMmE2Y2E0MGRmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_FMjpg_UX1000_,.jpg,1000,1475,169,250,1670916902228851,1670916902,xzlMEx/kpQD6SUR6Ge7iSQ==,151683,0,,how-do-i-do-this-but-functionally-im-so-tired-of,0,7,2,"[{'no': 71379523, 'now': '12/13/22(Tue)03:14:18', 'name': 'Anonymous', 'com': '<a href=""#p71379227"" class=""quotelink"">&gt;&gt;71379227</a><br>The OP does the same thing as Supertramp, and in the end discovers that happiness is only true when shared, but it is too late to turn back. Supertramp tried in every way to use loneliness as cope, in the end all he wanted was a little human warmth', 'time': 1670919258, 'resto': 71379227}, {'no': 71379544, 'now': '12/13/22(Tue)03:16:26', 'name': 'Anonymous', 'com': 'For starters: stay away from Alaska', 'time': 1670919386, 'resto': 71379227}, {'no': 71380128, 'now': '12/13/22(Tue)04:46:29', 'name': 'Anonymous', 'com': '<a href=""#p71379227"" class=""quotelink"">&gt;&gt;71379227</a><br>people always try for drastic life changes as if that will fix their motivational issues or discomfort with their life position. how about making small changes? When&#039;s the last time you read a book about foraging wild plants? attended a class about wilderness survival? gone backpacking 2+ miles from civilization?<br><br>your motivations are as whimsical and deluded as the idiot who starred in the novel and book and died from misidentifying plants and straying from known safe areas. change and progress isn&#039;t discrete, it&#039;s incremental and growth is a continuous process.', 'filename': '1670924775850', 'ext': '.jpg', 'w': 1440, 'h': 1080, 'tn_w': 125, 'tn_h': 93, 'tim': 1670924789993658, 'time': 1670924789, 'md5': '8HChaCBmJxfXXhjcQdoV8A==', 'fsize': 244224, 'resto': 71379227}, {'no': 71380149, 'now': '12/13/22(Tue)04:49:12', 'name': 'Anonymous', 'com': '<a href=""#p71379227"" class=""quotelink"">&gt;&gt;71379227</a><br>Become a stealth camper. Look up Steve Wallis. He shows how to live on the streets while hunkering dow', 'filename': 'steve', 'ext': '.png', 'w': 960, 'h': 540, 'tn_w': 125, 'tn_h': 70, 'tim': 1670924952548605, 'time': 1670924952, 'md5': 'Zpt6smOJpICINDreX145eA==', 'fsize': 860306, 'resto': 71379227}, {'no': 71380282, 'now': '12/13/22(Tue)05:08:53', 'name': 'Anonymous', 'com': '<a href=""#p71379227"" class=""quotelink"">&gt;&gt;71379227</a><br>you don&#039;t gotta go all the way out into the wilderness to starve to death you can do it at home if you want', 'time': 1670926133, 'resto': 71379227}]",1670926133,0.0,0.0,2.0,0.0,
129,71379617,,,12/13/22(Tue)03:28:26,Anonymous,,Is sucking cock as fun as girls make it out to be in porn?<br>I&#039;m straight... but I kinda wanna suck a cock to find out if it feels good..,1578944639413,.jpg,747,1024,182,250,1670920106610274,1670920106,a9OCrPzXySfgniRoDyKB0A==,90197,0,,is-sucking-cock-as-fun-as-girls-make-it-out-to-be,0,12,3,"[{'no': 71379869, 'now': '12/13/22(Tue)04:05:58', 'name': 'Anonymous', 'com': '<a href=""#p71379617"" class=""quotelink"">&gt;&gt;71379617</a><br><span class=""quote"">&gt;fun</span><br>They always look miserable as fuck when sucking cock', 'filename': '1572843429297', 'ext': '.jpg', 'w': 600, 'h': 800, 'tn_w': 93, 'tn_h': 125, 'tim': 1670922358766835, 'time': 1670922358, 'md5': 'y6en8RsGkYi8cgzoP8roNw==', 'fsize': 81981, 'resto': 71379617}, {'no': 71379900, 'now': '12/13/22(Tue)04:10:42', 'name': 'Anonymous', 'com': '<a href=""#p71379852"" class=""quotelink"">&gt;&gt;71379852</a><br>If I stop watching porn and jerking off I get so horny, how do I deal with that?', 'time': 1670922642, 'resto': 71379617}, {'no': 71379985, 'now': '12/13/22(Tue)04:25:49', 'name': 'Anonymous', 'com': '<a href=""#p71379852"" class=""quotelink"">&gt;&gt;71379852</a><br><span class=""quote"">&gt;Women want men to go outside and to care about them and to chase them</span><br><br>This i don&#039;t see in RealLife at all. Chase and they either go &quot;ewww,no&quot; or &quot;hahaha,never ever&quot; like they can&#039;t say &quot;i&#039;m flattered but don&#039;t see you like that. I&#039;m sorry&quot; because they would die', 'time': 1670923549, 'resto': 71379617}, {'no': 71380236, 'now': '12/13/22(Tue)05:01:40', 'name': 'Anonymous', 'com': '<a href=""#p71379900"" class=""quotelink"">&gt;&gt;71379900</a><br>dubdub first<br>I am not even telling you to stop jerking off. Jerk off MAYBE once a day and just stop watching porn. If you get horny without watching porn, you should be able to jerk off without it too. <br>If you go outside more and involve yourself in adult interest groups (e.g. d&amp;d, irl anime clubs, sports groups, adventure groups, book clubs -- lookup events and groups in your area) you may actually meet people that you&#039;d like to have sex with and if you talk to them (from what I understand, as I certainly am not following my own advice)... eventually they might want to have sex with you back and then you&#039;ve found a way to relieve horniness with another human. I&#039;m not saying it&#039;s easy to go out and do stuff. People just used to be better at this because they didn&#039;t have the internet and they also didn&#039;t have the convenience of phones to look down at just for the sake of doing something and not just standing around. <br><br><a href=""#p71379861"" class=""quotelink"">&gt;&gt;71379861</a><br>If you aren&#039;t attracted to women, good for you. If you are attracted to women and seek sex with them, please die. I&#039;m serious. Go soldiering or something in some developing nation and literally die; or maybe, get such bad PTSD you are motivated to slink into a quiet, but disturbed life. I hate you. Realize women make up half the sky -- quick! Your life is running out!! <br>You&#039;re going to be miserable until the end of time if you&#039;re a straight male and feel that way. Best wishes. <br><br><a href=""#p71379985"" class=""quotelink"">&gt;&gt;71379985</a><br>Don&#039;t chase random women. Part of going outside is learning how to tell when women like you back/would be receptive to you chasing them. You don&#039;t need to chase women outright. Don&#039;t make that your goal in life. Men like that are boring. Do other things and then start to pursue women that also are doing other things besides only trying to date or have sex. It&#039;s possible to come off too strong and also no is an acceptable answer. Just move on and don&#039;t get hung up on rejections.', 'time': 1670925700, 'resto': 71379617}, {'no': 71380268, 'now': '12/13/22(Tue)05:06:17', 'name': 'Anonymous', 'com': '<a href=""#p71379861"" class=""quotelink"">&gt;&gt;71379861</a><br>pic rel is a real message I sent to someone (yes I am using discord light mode because I am crazy and I&#039;m lifemaxxing - long story). it&#039;s relevant to you and all alike.', 'filename': 'bestofluck', 'ext': '.png', 'w': 712, 'h': 765, 'tn_w': 116, 'tn_h': 125, 'tim': 1670925977099492, 'time': 1670925977, 'md5': '9+l3N4EWXEVYsYfCGwv8Eg==', 'fsize': 59332, 'resto': 71379617}]",1670925977,0.0,0.0,7.0,1.0,
130,71380101,,,12/13/22(Tue)04:42:29,Anonymous,Autism and mental illness has killed my chance of getting a gf,Im literally 6&#039;2 with a muscular frame and a decent looking face but im never gonna find a gf guys. Am i genuinely retarded? I just lost this girl ive been talking to for a few weeks because i must be boring or retarded. Should i kill myself? Thinking about living the rest of my life as a franciscan monk in some random brown country,1667020406721270,.jpg,1536,2048,187,250,1670924549533916,1670924549,N2bPIhdyuse+IfQ2b+Z0dQ==,332349,0,,autism-and-mental-illness-has-killed-my-chance-of,0,9,4,"[{'no': 71380136, 'now': '12/13/22(Tue)04:47:50', 'name': 'Anonymous', 'com': '<a href=""#p71380110"" class=""quotelink"">&gt;&gt;71380110</a><br>This time i actually found this girl who was autistic too but i yelled at her for being a whore in her past so we broke up. Maybe I should just start dating church girls with autsim', 'time': 1670924870, 'resto': 71380101}, {'no': 71380169, 'now': '12/13/22(Tue)04:52:02', 'name': 'Anonymous', 'com': '<a href=""#p71380113"" class=""quotelink"">&gt;&gt;71380113</a><br>Nigga if you had to deal with women you would understand', 'time': 1670925122, 'resto': 71380101}, {'no': 71380183, 'now': '12/13/22(Tue)04:54:26', 'name': 'Anonymous', 'com': '<a href=""#p71380101"" class=""quotelink"">&gt;&gt;71380101</a><br><span class=""quote"">&gt;Im literally 6&#039;2 with a muscular frame and a decent looking face</span><br>I&#039;m sorry, although the judges all felt your performance was worthy of a gold medal, but Humblebragging was not selected as a new sporting event for the upcoming Paris Olympics in 2024.', 'filename': 'olympics', 'ext': '.jpg', 'w': 490, 'h': 375, 'tn_w': 125, 'tn_h': 95, 'tim': 1670925266248845, 'time': 1670925266, 'md5': '88Ykxxvxk5tvolvOLr5AYw==', 'fsize': 80144, 'resto': 71380101}, {'no': 71380198, 'now': '12/13/22(Tue)04:56:41', 'name': 'ENTJ', 'com': '<a href=""#p71380122"" class=""quotelink"">&gt;&gt;71380122</a><br>That game also inspired me to do what I do today', 'time': 1670925401, 'resto': 71380101, 'trip': '!!hhPNe+pLeBf'}, {'no': 71380258, 'now': '12/13/22(Tue)05:05:11', 'name': 'Anonymous', 'com': '<a href=""#p71380198"" class=""quotelink"">&gt;&gt;71380198</a><br><span class=""quote"">&gt;That game also inspired me to do what I do today</span><br>Masturbate?', 'filename': 'notfooling', 'ext': '.jpg', 'w': 952, 'h': 1314, 'tn_w': 90, 'tn_h': 125, 'tim': 1670925911825963, 'time': 1670925911, 'md5': '8dyPWZln1jRGLh+0PkVHMg==', 'fsize': 288434, 'resto': 71380101}]",1670925911,0.0,0.0,4.0,2.0,
131,71378466,,,12/13/22(Tue)01:01:11,Anonymous,,what are some autistic things you do when you are alone<br>I say i like men with a Mexican accent,1630529810464,.jpg,909,421,250,115,1670911271713851,1670911271,Au0v7GgOoPp1mfzgiUIrAQ==,71949,0,,what-are-some-autistic-things-you-do-when-you-are,0,29,3,"[{'no': 71379656, 'now': '12/13/22(Tue)03:36:22', 'name': 'Anonymous', 'com': '<a href=""#p71378521"" class=""quotelink"">&gt;&gt;71378521</a><br>Same here <br><span class=""quote"">&gt;this is super original post</span>', 'time': 1670920582, 'resto': 71378466}, {'no': 71379662, 'now': '12/13/22(Tue)03:36:46', 'name': 'Anonymous', 'com': '<a href=""#p71378466"" class=""quotelink"">&gt;&gt;71378466</a><br><span class=""quote"">&gt;I say i like men with a Mexican accent</span><br>kek', 'time': 1670920606, 'resto': 71378466}, {'no': 71380239, 'now': '12/13/22(Tue)05:01:55', 'name': 'Anonymous', 'com': '<a href=""#p71378466"" class=""quotelink"">&gt;&gt;71378466</a><br><span class=""quote"">&gt;suck my dick </span><br><span class=""quote"">&gt;dick my suck </span><br><span class=""quote"">&gt;cuck this </span><br><span class=""quote"">&gt;cuck this shit maaaannnn </span><br><span class=""quote"">&gt;this is cucking bullshit cuck </span><br><br>I make the Herbert the Pervert voice as wel and say shit like &quot;i&#039;d love to dance, Fred Savage hehe&quot;', 'time': 1670925715, 'resto': 71378466}, {'no': 71380249, 'now': '12/13/22(Tue)05:04:00', 'name': 'Anonymous', 'com': '<a href=""#p71378521"" class=""quotelink"">&gt;&gt;71378521</a><br>this, i also say WHY ARE YOU BLACK BRO STOP THAT and &quot;I HATE NIGGERS&quot; in a thick southern accent', 'time': 1670925840, 'resto': 71378466}, {'no': 71380257, 'now': '12/13/22(Tue)05:05:03', 'name': 'Anonymous', 'com': '<a href=""#p71378521"" class=""quotelink"">&gt;&gt;71378521</a><br><a href=""#p71379656"" class=""quotelink"">&gt;&gt;71379656</a><br>Literally me. Wtf. Is this some new MK Ultra shit they&#039;re working on?<br><br>How do you deal with it? It makes me very nervous because I keep thinking I&#039;m going to do it around other people. I hate it so much and it won&#039;t go away.', 'time': 1670925903, 'resto': 71378466}]",1670925903,0.0,0.0,24.0,3.0,
132,71379235,,,12/13/22(Tue)02:36:11,Anonymous,,"Just found out that the ex that took advantage of me and destroyed my mental health passed away a few months ago. I&#039;m not sure how I feel about it, I&#039;m not really sad (or maybe it hasn&#039;t hit me yet) and I&#039;m almost happy about it but I know that&#039;s wrong of me. I don&#039;t know how to talk about this or even have anyone to talk to about it.",1659908115749919,.jpg,1080,1066,250,246,1670916971827070,1670916971,enHZjIaRH36+6t32+yVP2Q==,152326,0,,just-found-out-that-the-ex-that-took-advantage-of,0,4,2,"[{'no': 71379245, 'now': '12/13/22(Tue)02:38:00', 'name': 'Anonymous', 'com': '<a href=""#p71379235"" class=""quotelink"">&gt;&gt;71379235</a><br>the cycle of karma is complete, ur ex deserved it', 'filename': 'full', 'ext': '.png', 'w': 547, 'h': 546, 'tn_w': 125, 'tn_h': 124, 'tim': 1670917080069487, 'time': 1670917080, 'md5': 'o0LduwmolIxxZQcF78OkNw==', 'fsize': 658275, 'resto': 71379235}, {'no': 71379272, 'now': '12/13/22(Tue)02:42:15', 'name': 'Anonymous', 'com': '<a href=""#p71379245"" class=""quotelink"">&gt;&gt;71379245</a><br>Unironically I do believe they really did deserve it, but I hate that I feel that way. It&#039;s a testament to how much they really fucked me up, I was never such a spiteful person before. I&#039;m happy now but I just wish none of it had ever happened at all.', 'time': 1670917335, 'resto': 71379235}, {'no': 71379932, 'now': '12/13/22(Tue)04:16:23', 'name': 'Anonymous', 'com': '<a href=""#p71379272"" class=""quotelink"">&gt;&gt;71379272</a><br>Don&#039;t feel too bad about feeling relived considering what they have done to you, it&#039;s a natural emotional response. You&#039;re not your thoughts and you shouldn&#039;t call yourself a bad person cuz of it', 'filename': '1667754982728867', 'ext': '.png', 'w': 568, 'h': 548, 'tn_w': 125, 'tn_h': 120, 'tim': 1670922983518601, 'time': 1670922983, 'md5': 'lCeVz1oC4dsYorfrEFg+1A==', 'fsize': 89996, 'resto': 71379235}, {'no': 71380251, 'now': '12/13/22(Tue)05:04:08', 'name': 'Anonymous', 'com': '<a href=""#p71379932"" class=""quotelink"">&gt;&gt;71379932</a><br>Hey, thanks anon. That&#039;s really kind of you to say and I hope you have a good day.', 'time': 1670925848, 'resto': 71379235}]",1670925848,0.0,0.0,,,
133,71379928,,,12/13/22(Tue)04:15:35,Anonymous,,ahahahaha im such a silly guy aint nobody more silly than me yessireee :3,CC9DA789-6723-4505-954A-980A49D7398F,.jpg,750,936,200,250,1670922935911440,1670922935,gcigaXC9d6qes+stY3tjDw==,438509,0,,ahahahaha-im-such-a-silly-guy-aint-nobody-more,0,2,1,"[{'no': 71379949, 'now': '12/13/22(Tue)04:19:10', 'name': 'Anonymous', 'com': '<a href=""#p71379928"" class=""quotelink"">&gt;&gt;71379928</a><br>how dare you make such claims! im the silliest of all in the seven seas! i am yet to ever hear of someone sillier than me !', 'time': 1670923150, 'resto': 71379928}, {'no': 71380250, 'now': '12/13/22(Tue)05:04:03', 'name': 'Anonymous', 'com': 'ackshually josh from lets game it out is sillier', 'filename': 'no touchy only looky', 'ext': '.webm', 'w': 480, 'h': 600, 'tn_w': 100, 'tn_h': 125, 'tim': 1670925843986965, 'time': 1670925843, 'md5': 'DQuvBh3Y6D8u/IgYtbapGg==', 'fsize': 720120, 'resto': 71379928}]",1670925843,0.0,0.0,,,
134,71380059,,,12/13/22(Tue)04:37:01,Anonymous,,"I started self improvement a couple years ago in hopes that I would make friends and relationships, but it&#039;s only had the opposite effect actually. I just feel super alienated by people around me that have literally nothing going on and no creative aspirations or skill",1669949731015833,.png,682,581,250,212,1670924221371026,1670924221,+EPALGTz9KB2RgsjJy47JQ==,160059,0,,i-started-self-improvement-a-couple-years-ago-in,0,1,0,"[{'no': 71380248, 'now': '12/13/22(Tue)05:03:36', 'name': 'Anonymous', 'com': '<a href=""#p71380059"" class=""quotelink"">&gt;&gt;71380059</a><br>Go to places with crafty hipsters or something. Art shows? Aesthetic and upscale beer gardens? I would like me some depressed and going nowhere buddies.', 'time': 1670925816, 'resto': 71380059}]",1670925816,0.0,0.0,,,
135,71378782,,,12/13/22(Tue)01:36:59,Anonymous,,"This could be us robot-kun, but you&#039;re too afraid of commitment",1670547994325694,.jpg,1468,2048,179,250,1670913419613883,1670913419,bwuvlPRUPc8KIqQAUrMOig==,282854,0,,this-could-be-us-robotkun-but-youre-too-afraid-of,0,17,3,"[{'no': 71379910, 'now': '12/13/22(Tue)04:11:50', 'name': 'Anonymous', 'com': '<a href=""#p71379593"" class=""quotelink"">&gt;&gt;71379593</a><br>Small ones are fine too. What matters to me more is if you&#039;ve been taking care of your body.', 'filename': '__original_drawn_by_poco_asahi_age__441b0a9f3d4cca769dfd41ba1bedcd69', 'ext': '.jpg', 'w': 1000, 'h': 1170, 'tn_w': 106, 'tn_h': 125, 'tim': 1670922710318494, 'time': 1670922710, 'md5': 'rOCoRT6mL5gRXmW/G3UXSw==', 'fsize': 170855, 'resto': 71378782}, {'no': 71379956, 'now': '12/13/22(Tue)04:20:43', 'name': 'Anonymous', 'com': '<a href=""#p71379593"" class=""quotelink"">&gt;&gt;71379593</a><br>please be asian (not seanig)', 'time': 1670923243, 'resto': 71378782}, {'no': 71379966, 'now': '12/13/22(Tue)04:23:34', 'name': 'Anonymous', 'com': '<a href=""#p71378782"" class=""quotelink"">&gt;&gt;71378782</a><br>I&#039;m interested, do you have big Booba?', 'time': 1670923414, 'resto': 71378782}, {'no': 71379979, 'now': '12/13/22(Tue)04:25:02', 'name': 'Anonymous', 'com': '<a href=""#p71378782"" class=""quotelink"">&gt;&gt;71378782</a><br>Wait wait wait! Are you telling me a girl would let me fondle her chest for hours, kiss her ear, neck, tell her how much I love her and so while she is either sitting on a chair or on my lap?', 'time': 1670923502, 'resto': 71378782}, {'no': 71380246, 'now': '12/13/22(Tue)05:03:09', 'name': 'Anonymous', 'com': 'am i the booba', 'time': 1670925789, 'resto': 71378782}]",1670925789,0.0,0.0,12.0,2.0,
136,71378855,,,12/13/22(Tue)01:47:19,master baiter,,"<span class=""quote"">&gt;I am a woman frustrated by the unwillingness of today&#039;s men to marry (it is not personal, I am married), so I have no sympathy for incels because I do not see any of them proposing to homely ladies.</span><br><br>I&#039;m trying to reply but idk it seems she has a point.",comment-1,.png,746,102,250,34,1670914039125763,1670914039,2igGYP9C9PENNJm3ut81Qw==,13510,0,,i-am-a-woman-frustrated-by-the-unwillingness-of,0,30,7,"[{'no': 71379689, 'now': '12/13/22(Tue)03:42:17', 'name': 'Anonymous', 'com': '<a href=""#p71379420"" class=""quotelink"">&gt;&gt;71379420</a><br>oh so do good deeds all day just for the sake of doing good deeds for people, like how i originally mocked?<br>everyone feels entitled to sex, stop the gaslight.<br><br>all this gaslighting is so insane lmao. only low IQ people would fall for this manipulation.', 'time': 1670920937, 'resto': 71378855}, {'no': 71379761, 'now': '12/13/22(Tue)03:52:50', 'name': 'Anonymous', 'com': '<a href=""#p71379673"" class=""quotelink"">&gt;&gt;71379673</a><br>Not only is those requirements bs its also not enough, you have to add<br><span class=""quote"">&gt;makes six figures or close, if yuropoor then 1,5 times the average wage or more</span><br><span class=""quote"">&gt;own his own place and car</span><br><span class=""quote"">&gt;be attractive</span><br><span class=""quote"">&gt;not too possessive</span><br><span class=""quote"">&gt;possessive enough</span><br><span class=""quote"">&gt;practice sport on a regular basis</span><br><span class=""quote"">&gt;be willing to commit full times</span><br><span class=""quote"">&gt;goes on actual fancy dates several times a week (not red lobster shit)</span><br><span class=""quote"">&gt;doesnt ask too many questions about her past or her activities.</span>', 'time': 1670921570, 'resto': 71378855}, {'no': 71379803, 'now': '12/13/22(Tue)03:57:32', 'name': 'Anonymous', 'com': '<a href=""#p71378997"" class=""quotelink"">&gt;&gt;71378997</a><br>Yes they are. Most of the people here are not the literal basement-dwellers that are joked about, they go out into the world, might be a little awkward, but make a genuine effort and have an average job and a few friends. Face it, perfectly average dudes are now becoming incels. It&#039;s the world&#039;s problem, not theirs.', 'time': 1670921852, 'resto': 71378855}, {'no': 71380150, 'now': '12/13/22(Tue)04:49:16', 'name': 'Anonymous', 'com': '<a href=""#p71378855"" class=""quotelink"">&gt;&gt;71378855</a><br>How is an incel supposed to propose to someone when the issue is they can&#039;t get anyone to be interested in them?', 'time': 1670924956, 'resto': 71378855}, {'no': 71380241, 'now': '12/13/22(Tue)05:02:35', 'name': 'Anonymous', 'com': '<a href=""#p71379803"" class=""quotelink"">&gt;&gt;71379803</a><br>People forget that incel means simply invultary celibat, it doesn&#039;t mean white supremacist, mysoginist or whatever other buzz word the media gave it. Therefore they always think an &#039;incel&#039; is something awful, a man who never saw the light of day blah blah blah<br><span class=""quote"">&gt;summary</span><br><span class=""quote"">&gt;women are retarded</span>', 'time': 1670925755, 'resto': 71378855}]",1670925755,0.0,0.0,25.0,7.0,
137,71379948,,,12/13/22(Tue)04:19:08,Anonymous,femanons please reply,"am i the only man who doesnt base his behavior around what females want? i dont give a shit about that and dont even seek to be with females. regardless, this is one of the rare times i want to ask for statistical purposes, does this make me more or less attractive?",dat boi,.gif,463,463,249,249,1670923148304481,1670923148,YaeWskWQqnIeAx8FQ7kRag==,88143,0,,femanons-please-reply,0,7,0,"[{'no': 71380089, 'now': '12/13/22(Tue)04:41:30', 'name': 'Anonymous', 'com': '<a href=""#p71380055"" class=""quotelink"">&gt;&gt;71380055</a><br>Well, you should be able to work out the answer to this one on your own. Not doing things to make you attractive to the other gender will make you less attractive to the opposite gender. Now this isn&#039;t necessarily all bad, as though you may pull in fewer girls, you are more likely to find a girl that you truly mesh well with.', 'time': 1670924490, 'resto': 71379948}, {'no': 71380119, 'now': '12/13/22(Tue)04:45:38', 'name': 'Anonymous', 'com': '<a href=""#p71379948"" class=""quotelink"">&gt;&gt;71379948</a><br><span class=""quote"">&gt;i dont give a shit about that and dont even seek to be with females</span><br>no that redpill stuff doesn&#039;t make u more attractive lol. Being an attractive person makes u that.', 'time': 1670924738, 'resto': 71379948}, {'no': 71380174, 'now': '12/13/22(Tue)04:53:02', 'name': 'Anonymous', 'com': '<a href=""#p71380119"" class=""quotelink"">&gt;&gt;71380119</a><br>not redpill. i fully respect women i just refuse to alter my behavior based on something like &quot;sex&quot;.', 'time': 1670925182, 'resto': 71379948}, {'no': 71380181, 'now': '12/13/22(Tue)04:54:15', 'name': 'Anonymous', 'com': '<a href=""#p71380119"" class=""quotelink"">&gt;&gt;71380119</a><br><span class=""quote"">&gt;Being an attractive person</span><br>Do you mean physically? What is &#039;attractive&#039;?', 'time': 1670925255, 'resto': 71379948}, {'no': 71380237, 'now': '12/13/22(Tue)05:01:54', 'name': 'Anonymous', 'com': '<a href=""#p71380174"" class=""quotelink"">&gt;&gt;71380174</a><br>well its good that u are true to yourself<br><a href=""#p71380181"" class=""quotelink"">&gt;&gt;71380181</a><br>physically and interest/career wise', 'time': 1670925714, 'resto': 71379948}]",1670925714,0.0,0.0,2.0,0.0,
